1952-01,156309
1952-02,156527
1952-03,156731
1952-04,156943
1952-05,157140
1952-06,157343
1952-07,157553
1952-08,157798
1952-09,158053
1952-10,158306
1952-11,158451
1952-12,158757
1953-01,158973
1953-02,159170
1953-03,159349
1953-04,159556
1953-05,159745
1953-06,159956
1953-07,160184
1953-08,160449
1953-09,160718
1953-10,160978
1953-11,161223
1953-12,161453
1954-01,161690
1954-02,161912
1954-03,162124
1954-04,162350
1954-05,162564
1954-06,162790
1954-07,163026
1954-08,163290
1954-09,163570
1954-10,163847
1954-11,164107
1954-12,164349
1955-01,164588
1955-02,164809
1955-03,165018
1955-04,165251
1955-05,165463
1955-06,165695
1955-07,165931
1955-08,166192
1955-09,166473
1955-10,166755
1955-11,167023
1955-12,167270
1956-01,167513
1956-02,167746
1956-03,167977
1956-04,168221
1956-05,168436
1956-06,168659
1956-07,168903
1956-08,169191
1956-09,169488
1956-10,169780
1956-11,170063
1956-12,170315
1957-01,170571
1957-02,170806
1957-03,171029
1957-04,171271
1957-05,171501
1957-06,171741
1957-07,171984
1957-08,172257
1957-09,172538
1957-10,172816
1957-11,173070
1957-12,173298
1958-01,173533
1958-02,173746
1958-03,173945
1958-04,174176
1958-05,174397
1958-06,174639
1958-07,174882
1958-08,175143
1958-09,175413
1958-10,175697
1958-11,175966
1958-12,176207
1959-01,176447
1959-02,176685
1959-03,176905
1959-04,177146
1959-05,177365
1959-06,177591
1959-07,177830
1959-08,178101
1959-09,178376
1959-10,178657
1959-11,178921
1959-12,179153
1960-01,179386
1960-02,179597
1960-03,179788
1960-04,180007
1960-05,180222
1960-06,180444
1960-07,180671
1960-08,180945
1960-09,181238
1960-10,181528
1960-11,181796
1960-12,182042
1961-01,182287
1961-02,182520
1961-03,182742
1961-04,182992
1961-05,183217
1961-06,183452
1961-07,183691
1961-08,183958
1961-09,184243
1961-10,184524
1961-11,184783
1961-12,185016
1962-01,185242
1962-02,185452
1962-03,185650
1962-04,185874
1962-05,186087
1962-06,186314
1962-07,186538
1962-08,186790
1962-09,187058
1962-10,187323
1962-11,187574
1962-12,187796
1963-01,188013
1963-02,188213
1963-03,188387
1963-04,188580
1963-05,188790
1963-06,189018
1963-07,189242
1963-08,189496
1963-09,189761
1963-10,190028
1963-11,190265
1963-12,190472
1964-01,190668
1964-02,190858
1964-03,191047
1964-04,191245
1964-05,191447
1964-06,191666
1964-07,191889
1964-08,192131
1964-09,192376
1964-10,192631
1964-11,192847
1964-12,193039
1965-01,193223
1965-02,193393
1965-03,193540
1965-04,193709
1965-05,193888
1965-06,194087
1965-07,194303
1965-08,194528
1965-09,194761
1965-10,194997
1965-11,195195
1965-12,195372
1966-01,195539
1966-02,195688
1966-03,195831
1966-04,195999
1966-05,196178
1966-06,196372
1966-07,196560
1966-08,196762
1966-09,196984
1966-10,197207
1966-11,197398
1966-12,197572
1967-01,197736
1967-02,197892
1967-03,198037
1967-04,198206
1967-05,198363
1967-06,198537
1967-07,198712
1967-08,198911
1967-09,199113
1967-10,199311
1967-11,199498
1967-12,199657
1968-01,199808
1968-02,199920
1968-03,200056
1968-04,200208
1968-05,200361
1968-06,200536
1968-07,200706
1968-08,200898
1968-09,201095
1968-10,201290
1968-11,201466
1968-12,201621
1969-01,201760
1969-02,201881
1969-03,202023
1969-04,202161
1969-05,202331
1969-06,202507
1969-07,202677
1969-08,202877
1969-09,203090
1969-10,203302
1969-11,203500
1969-12,203675
1970-01,203849
1970-02,204008
1970-03,204156
1970-04,204401
1970-05,204607
1970-06,204830
1970-07,205052
1970-08,205295
1970-09,205540
1970-10,205788
1970-11,206024
1970-12,206238
1971-01,206466
1971-02,206668
1971-03,206855
1971-04,207065
1971-05,207260
1971-06,207462
1971-07,207661
1971-08,207881
1971-09,208114
1971-10,208345
1971-11,208555
1971-12,208740
1972-01,208917
1972-02,209061
1972-03,209212
1972-04,209386
1972-05,209545
1972-06,209725
1972-07,209896
1972-08,210075
1972-09,210278
1972-10,210479
1972-11,210656
1972-12,210821
1973-01,210985
1973-02,211120
1973-03,211254
1973-04,211420
1973-05,211577
1973-06,211746
1973-07,211909
1973-08,212092
1973-09,212289
1973-10,212475
1973-11,212634
1973-12,212785
1974-01,212932
1974-02,213074
1974-03,213211
1974-04,213361
1974-05,213513
1974-06,213686
1974-07,213854
1974-08,214042
1974-09,214246
1974-10,214451
1974-11,214625
1974-12,214782
1975-01,214931
1975-02,215065
1975-03,215198
1975-04,215353
1975-05,215523
1975-06,215768
1975-07,215973
1975-08,216195
1975-09,216393
1975-10,216587
1975-11,216771
1975-12,216931
1976-01,217095
1976-02,217249
1976-03,217381
1976-04,217528
1976-05,217685
1976-06,217861
1976-07,218035
1976-08,218233
1976-09,218440
1976-10,218644
1976-11,218834
1976-12,219006
1977-01,219179
1977-02,219344
1977-03,219504
1977-04,219684
1977-05,219859
1977-06,220046
1977-07,220239
1977-08,220458
1977-09,220688
1977-10,220904
1977-11,221109
1977-12,221303
1978-01,221477
1978-02,221629
1978-03,221792
1978-04,221991
1978-05,222176
1978-06,222379
1978-07,222585
1978-08,222805
1978-09,223053
1978-10,223271
1978-11,223477
1978-12,223670
1979-01,223865
1979-02,224053
1979-03,224235
1979-04,224438
1979-05,224632
1979-06,224843
1979-07,225055
1979-08,225295
1979-09,225547
1979-10,225801
1979-11,226027
1979-12,226243
1980-01,226451
1980-02,226656
1980-03,226849
1980-04,227061
1980-05,227251
1980-06,227522
1980-07,227726
1980-08,227953
1980-09,228186
1980-10,228417
1980-11,228612
1980-12,228779
1981-01,228937
1981-02,229071
1981-03,229224
1981-04,229403
1981-05,229575
1981-06,229761
1981-07,229966
1981-08,230187
1981-09,230412
1981-10,230641
1981-11,230822
1981-12,230989
1982-01,231157
1982-02,231313
1982-03,231470
1982-04,231645
1982-05,231809
1982-06,231992
1982-07,232188
1982-08,232392
1982-09,232599
1982-10,232816
1982-11,232993
1982-12,233160
1983-01,233322
1983-02,233473
1983-03,233613
1983-04,233781
1983-05,233922
1983-06,234118
1983-07,234307
1983-08,234501
1983-09,234701
1983-10,234907
1983-11,235078
1983-12,235235
1984-01,235385
1984-02,235527
1984-03,235675
1984-04,235839
1984-05,235993
1984-06,236160
1984-07,236348
1984-08,236549
1984-09,236760
1984-10,236976
1984-11,237159
1984-12,237316
1985-01,237468
1985-02,237602
1985-03,237732
1985-04,237900
1985-05,238074
1985-06,238270
1985-07,238466
1985-08,238679
1985-09,238898
1985-10,239113
1985-11,239307
1985-12,239477
1986-01,239638
1986-02,239788
1986-03,239928
1986-04,240094
1986-05,240271
1986-06,240459
1986-07,240651
1986-08,240854
1986-09,241068
1986-10,241274
1986-11,241467
1986-12,241620
1987-01,241784
1987-02,241930
1987-03,242079
1987-04,242252
1987-05,242423
1987-06,242608
1987-07,242804
1987-08,243012
1987-09,243223
1987-10,243446
1987-11,243639
1987-12,243809
1988-01,243981
1988-02,244131
1988-03,244279
1988-04,244445
1988-05,244610
1988-06,244806
1988-07,245021
1988-08,245240
1988-09,245464
1988-10,245693
1988-11,245884
1988-12,246056
1989-01,246224
1989-02,246378
1989-03,246530
1989-04,246721
1989-05,246906
1989-06,247114
1989-07,247342
1989-08,247573
1989-09,247816
1989-10,248067
1989-11,248281
1989-12,248479
1990-01,248659
1990-02,248827
1990-03,249012
1990-04,249306
1990-05,249565
1990-06,249849
1990-07,250132
1990-08,250439
1990-09,250751
1990-10,251057
1990-11,251346
1990-12,251626
1991-01,251889
1991-02,252135
1991-03,252372
1991-04,252643
1991-05,252913
1991-06,253207
1991-07,253493
1991-08,253807
1991-09,254126
1991-10,254435
1991-11,254718
1991-12,254964
1992-01,255214
1992-02,255448
1992-03,255703
1992-04,255992
1992-05,256285
1992-06,256589
1992-07,256894
1992-08,257232
1992-09,257548
1992-10,257861
1992-11,258147
1992-12,258413
1993-01,258679
1993-02,258919
1993-03,259152
1993-04,259414
1993-05,259680
1993-06,259963
1993-07,260255
1993-08,260566
1993-09,260867
1993-10,261163
1993-11,261425
1993-12,261674
1994-01,261919
1994-02,262123
1994-03,262352
1994-04,262631
1994-05,262877
1994-06,263152
1994-07,263436
1994-08,263724
1994-09,264017
1994-10,264301
1994-11,264559
1994-12,264804
1995-01,265044
1995-02,265270
1995-03,265495
1995-04,265755
1995-05,265998
1995-06,266270
1995-07,266557
1995-08,266843
1995-09,267152
1995-10,267456
1995-11,267715
1995-12,267943
1996-01,268151
1996-02,268364
1996-03,268595
1996-04,268853
1996-05,269108
1996-06,269386
1996-07,269667
1996-08,269976
1996-09,270284
1996-10,270581
1996-11,270878
1996-12,271125
1997-01,271360
1997-02,271585
1997-03,271821
1997-04,272083
1997-05,272342
1997-06,272622
1997-07,272912
1997-08,273237
1997-09,273553
1997-10,273852
1997-11,274126
1997-12,274372
1998-01,274626
1998-02,274838
1998-03,275047
1998-04,275304
1998-05,275564
1998-06,275836
1998-07,276115
1998-08,276418
1998-09,276714
1998-10,277003
1998-11,277277
1998-12,277526
1999-01,277790
1999-02,277992
1999-03,278198
1999-04,278451
1999-05,278717
1999-06,279001
1999-07,279295
1999-08,279602
1999-09,279903
1999-10,280203
1999-11,280471
1999-12,280716
2000-01,280976
2000-02,281190
2000-03,281409
2000-04,281653
2000-05,281877
2000-06,282126
2000-07,282385
2000-08,282653
2000-09,282932
2000-10,283201
2000-11,283453
2000-12,283696
2001-01,283920
2001-02,284137
2001-03,284350
2001-04,284581
2001-05,284810
2001-06,285062
2001-07,285309
2001-08,285570
2001-09,285843
2001-10,286098
2001-11,286341
2001-12,286570
2002-01,286788
2002-02,286994
2002-03,287190
2002-04,287397
2002-05,287623
2002-06,287864
2002-07,288105
2002-08,288360
2002-09,288618
2002-10,288870
2002-11,289106
2002-12,289313
2003-01,289518
2003-02,289714
2003-03,289911
2003-04,290125
2003-05,290346
2003-06,290584
2003-07,290820
2003-08,291072
2003-09,291321
2003-10,291574
2003-11,291807
2003-12,292008
2004-01,292192
2004-02,292368
2004-03,292561
2004-04,292779
2004-05,292997
2004-06,293223
2004-07,293463
2004-08,293719
2004-09,293971
2004-10,294230
2004-11,294466
2004-12,294694
2005-01,294914
2005-02,295105
2005-03,295287
2005-04,295490
2005-05,295704
2005-06,295936
2005-07,296186
2005-08,296440
2005-09,296707
2005-10,296972
2005-11,297207
2005-12,297431
2006-01,297647
2006-02,297854
2006-03,298060
2006-04,298281
2006-05,298496
2006-06,298739
2006-07,298996
2006-08,299263
2006-09,299554
2006-10,299835
2006-11,300094
2006-12,300340
2007-01,300574
2007-02,300802
2007-03,301021
2007-04,301254
2007-05,301483
2007-06,301739
2007-07,302004
2007-08,302267
2007-09,302546
2007-10,302807
2007-11,303054
2007-12,303287
2008-01,303506
2008-02,303711
2008-03,303907
2008-04,304117
2008-05,304323
2008-06,304556
2008-07,304798
2008-08,305045
2008-09,305309
2008-10,305554
2008-11,305786
2008-12,306004
2009-01,306208
2009-02,306402
2009-03,306588
2009-04,306787
2009-05,306984
2009-06,307206
2009-07,307439
2009-08,307685
2009-09,307946
2009-10,308189
2009-11,308418
2009-12,308633
2010-01,308833
2010-02,309027
2010-03,309212
2010-04,309191.211
2010-05,309369.053
2010-06,309548.502
2010-07,309745.698
2010-08,309957.775
2010-09,310176.466
2010-10,310399.958
2010-11,310595.764
2010-12,310781.705
2011-01,310960.74
2011-02,311113.376
2011-03,311265.404
2011-04,311436.238
2011-05,311607.08
2011-06,311791.223
2011-07,311997.049
2011-08,312205.367
2011-09,312429.118
2011-10,312644.159
2011-11,312829.523
2011-12,313009.712
2012-01,313183.179
2012-02,313338.977
2012-03,313499.369
2012-04,313667.127
2012-05,313830.53
2012-06,314017.594
2012-07,314210.786
2012-08,314422.341
2012-09,314646.749
2012-10,314853.978
2012-11,315053.863
2012-12,315232.752
2013-01,315389.595
2013-02,315520.143
2013-03,315662.224
2013-04,315817.855
2013-05,315983.654
2013-06,316171.042
2013-07,316358.778
2013-08,316580.327
2013-09,316806.125
2013-10,317022.27
2013-11,317228.026
2013-12,317411.551
2014-01,317593.923
2014-02,317753.883
2014-03,317917.203
2014-04,318089.218
2014-05,318269.505
2014-06,318464.152
2014-07,318662.368
2014-08,318893.786
2014-09,319125.296
2014-10,319353.734
2014-11,319564.209
2014-12,319746.157
2015-01,319928.646
2015-02,320074.511
2015-03,320230.786
2015-04,320402.295
2015-05,320583.972
2015-06,320773.558
2015-07,320978.213
2015-08,321202.45
2015-09,321427.611
2015-10,321653.019
2015-11,321856.265
2015-12,322043.071
2016-01,322232.862
2016-02,322398.098
2016-03,322551.468
2016-04,322721.212
2016-05,322899.995
2016-06,323088.466
2016-07,323291.042
2016-08,323501.361
2016-09,323709.851
2016-10,323919.726
2016-11,324106.527
2016-12,324274.912
2017-01,324438.195
2017-02,324581.497
2017-03,324713.97
2017-04,324861.757
2017-05,325019.199
2017-06,325186.237
2017-07,325367.612
2017-08,325567.716
2017-09,325766.019
2017-10,325965.952
2017-11,326142.633
2017-12,326301.399
2018-01,326454.123
2018-02,326600.823
2018-03,326736.69
2018-04,326887.866
2018-05,327048.704
2018-06,327219.14
2018-07,327403.909
2018-08,327600.25
2018-09,327794.788
2018-10,327990.95
2018-11,328163.864
2018-12,328318.861
2019-01,328467.812
2019-02,328610.744
2019-03,328742.843
2019-04,328890.25
2019-05,329047.319
2019-06,329213.989
2019-07,329394.993
2019-08,329591.333
2019-09,329785.872
2019-10,329982.035
2019-11,330154.949
2019-12,330309.946
